Date/Time,Station,Constituent,Lab Value,Flag,Remark,MDL,RL,Lab,Lab Method,Sampler,Sample Type,Monitoring Program,Watershed,Feature,Constituent Group,Constituent Species,Qualifier,SampledDTMonth,SampledDTYear,
8/6/2007 12:00:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2007,
9/11/2007 12:00:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2007,
4/28/2008 9:30:00 AM,PR-HSCD,pH,7.600000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2008,
5/19/2008 9:45:00 AM,PR-HSCD,pH,7.310000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2008,
6/2/2008 10:15:00 AM,PR-HSCD,pH,7.510000,,,,,Field,YSI 600XLM,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2008,
7/8/2008 9:30:00 AM,PR-HSCD,pH,7.790000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2008,
8/5/2008 10:45:00 AM,PR-HSCD,pH,7.960000,,,,,Field,YSI 600XLM,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2008,
9/15/2008 10:45:00 AM,PR-HSCD,pH,8.020000,,,,,Field,YSI 600XLM,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2008,
4/28/2009 9:00:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2009,
5/20/2009 1:30:00 PM,PR-HSCD,pH,7.580000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2009,
6/11/2009 10:15:00 AM,PR-HSCD,pH,7.780000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2009,
7/6/2009 10:30:00 AM,PR-HSCD,pH,7.790000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2009,
8/4/2009 10:15:00 AM,PR-HSCD,pH,7.990000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2009,
9/8/2009 11:45:00 AM,PR-HSCD,pH,7.990000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2009,
4/29/2010 1:30:00 PM,PR-HSCD,pH,8.400000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2010,
5/10/2010 11:00:00 AM,PR-HSCD,pH,8.880000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2010,
6/14/2010 11:30:00 AM,PR-HSCD,pH,7.630000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2010,
7/6/2010 11:30:00 AM,PR-HSCD,pH,7.970000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2010,
7/29/2010 12:00:00 PM,PR-HSCD,pH,7.970000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2010,
9/7/2010 11:30:00 AM,PR-HSCD,pH,7.940000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2010,
10/6/2010 10:30:00 AM,PR-HSCD,pH,7.510000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2010,
4/19/2011 10:45:00 AM,PR-HSCD,pH,8.360000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2011,
5/9/2011 12:30:00 PM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2011,
6/2/2011 11:30:00 AM,PR-HSCD,pH,7.710000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2011,
7/18/2011 11:15:00 AM,PR-HSCD,pH,7.460000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2011,
8/1/2011 12:15:00 PM,PR-HSCD,pH,7.630000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2011,
9/15/2011 11:30:00 AM,PR-HSCD,pH,8.130000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2011,
10/6/2011 11:15:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2011,
4/10/2012 10:00:00 AM,PR-HSCD,pH,7.690000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2012,
5/8/2012 10:30:00 AM,PR-HSCD,pH,7.650000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2012,
6/6/2012 11:15:00 AM,PR-HSCD,pH,7.540000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2012,
7/18/2012 11:00:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2012,
8/8/2012 10:30:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2012,
9/13/2012 10:45:00 AM,PR-HSCD,pH,7.870000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2012,
10/11/2012 11:00:00 AM,PR-HSCD,pH,8.030000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2012,
4/10/2013 10:30:00 AM,PR-HSCD,pH,7.860000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2013,
5/9/2013 11:45:00 AM,PR-HSCD,pH,7.770000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2013,
6/6/2013 10:45:00 AM,PR-HSCD,pH,7.280000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2013,
7/18/2013 11:15:00 AM,PR-HSCD,pH,7.380000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2013,
8/7/2013 10:45:00 AM,PR-HSCD,pH,7.610000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2013,
9/9/2013 12:15:00 PM,PR-HSCD,pH,7.380000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2013,
10/30/2013 10:45:00 AM,PR-HSCD,pH,7.980000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2013,
4/29/2014 12:45:00 PM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2014,
5/22/2014 12:30:00 PM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2014,
6/16/2014 11:30:00 AM,PR-HSCD,pH,7.200000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2014,
7/10/2014 9:45:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2014,
8/7/2014 10:30:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2014,
9/11/2014 10:30:00 AM,PR-HSCD,pH,7.800000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2014,
10/16/2014 9:00:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2014,
4/21/2015 10:15:00 AM,PR-HSCD,pH,8.080000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2015,
5/21/2015 11:15:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2015,
6/10/2015 10:30:00 AM,PR-HSCD,pH,7.580000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2015,
7/1/2015 1:15:00 PM,PR-HSCD,pH,7.820000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2015,
8/12/2015 9:45:00 AM,PR-HSCD,pH,7.730000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2015,
9/3/2015 10:30:00 AM,PR-HSCD,pH,7.690000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2015,
10/7/2015 10:30:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2015,
4/26/2016 1:15:00 PM,PR-HSCD,pH,7.900000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2016,
5/19/2016 10:30:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2016,
6/15/2016 10:30:00 AM,PR-HSCD,pH,7.600000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2016,
7/13/2016 11:30:00 AM,PR-HSCD,pH,7.200000,,,,,Field,YSI 6600,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2016,
8/10/2016 10:15:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2016,
9/14/2016 2:30:00 PM,PR-HSCD,pH,8.800000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2016,
10/13/2016 9:45:00 AM,PR-HSCD,pH,8.100000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2016,
4/17/2017 10:15:00 AM,PR-HSCD,pH,8.000000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2017,
5/4/2017 11:45:00 AM,PR-HSCD,pH,8.200000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2017,
6/8/2017 11:00:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2017,
7/13/2017 9:45:00 AM,PR-HSCD,pH,7.600000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2017,
8/3/2017 10:15:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2017,
9/14/2017 10:15:00 AM,PR-HSCD,pH,7.800000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2017,
10/12/2017 10:00:00 AM,PR-HSCD,pH,7.800000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2017,
4/12/2018 10:15:00 AM,PR-HSCD,pH,8.100000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2018,
5/9/2018 10:15:00 AM,PR-HSCD,pH,7.800000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2018,
6/7/2018 10:45:00 AM,PR-HSCD,pH,7.200000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2018,
7/2/2018 10:30:00 AM,PR-HSCD,pH,7.600000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2018,
9/12/2018 10:15:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI 6820,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2018,
10/4/2018 11:15:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2018,
4/18/2019 11:45:00 AM,PR-HSCD,pH,8.200000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2019,
5/9/2019 11:00:00 AM,PR-HSCD,pH,8.000000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2019,
6/6/2019 10:30:00 AM,PR-HSCD,pH,7.700000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2019,
7/2/2019 11:15:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2019,
9/12/2019 10:30:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2019,
10/14/2019 9:30:00 AM,PR-HSCD,pH,7.500000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2019,
4/20/2020 10:30:00 AM,PR-HSCD,pH,7.900000,,Physical data only; Covid protocols; single sampler,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2020,
5/18/2020 2:45:00 PM,PR-HSCD,pH,7.500000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2020,
6/15/2020 1:45:00 PM,PR-HSCD,pH,7.300000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2020,
9/16/2020 1:00:00 PM,PR-HSCD,pH,8.000000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2020,
10/8/2020 11:45:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,10,2020,
4/21/2021 10:45:00 AM,PR-HSCD,pH,7.900000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2021,
5/6/2021 1:15:00 PM,PR-HSCD,pH,7.600000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2021,
6/10/2021 10:45:00 AM,PR-HSCD,pH,6.900000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2021,
7/20/2021 12:00:00 PM,PR-HSCD,pH,8.200000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2021,
9/21/2021 1:15:00 PM,PR-HSCD,pH,8.200000,,,,,Field,YSI EXO1,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2021,
6/14/1994 12:00:00 AM,PR-HSCD,SpCond (uS/cm),45.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,1994,
8/3/1994 12:00:00 AM,PR-HSCD,SpCond (uS/cm),59.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,1994,
9/21/1994 12:00:00 AM,PR-HSCD,SpCond (uS/cm),97.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,1994,
7/20/1995 12:00:00 AM,PR-HSCD,SpCond (uS/cm),51.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,1995,
8/24/1995 12:00:00 AM,PR-HSCD,SpCond (uS/cm),49.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,1995,
9/29/1995 12:00:00 AM,PR-HSCD,SpCond (uS/cm),71.000000,,,,,Field,Probe,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,1995,
5/3/2005 10:00:00 AM,PR-HSCD,SpCond (uS/cm),109.000000,,,,,Field,YSI 33,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2005,
6/7/2005 9:10:00 AM,PR-HSCD,SpCond (uS/cm),75.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2005,
7/12/2005 9:30:00 AM,PR-HSCD,SpCond (uS/cm),62.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2005,
8/9/2005 9:00:00 AM,PR-HSCD,SpCond (uS/cm),81.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2005,
9/13/2005 8:50:00 AM,PR-HSCD,SpCond (uS/cm),101.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2005,
4/20/2006 9:15:00 AM,PR-HSCD,SpCond (uS/cm),114.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2006,
5/16/2006 8:40:00 AM,PR-HSCD,SpCond (uS/cm),66.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2006,
6/20/2006 8:40:00 AM,PR-HSCD,SpCond (uS/cm),48.000000,,Flow 580 cfs,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2006,
7/18/2006 8:55:00 AM,PR-HSCD,SpCond (uS/cm),80.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,7,2006,
8/22/2006 8:40:00 AM,PR-HSCD,SpCond (uS/cm),74.000000,,,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,8,2006,
9/19/2006 9:20:00 AM,PR-HSCD,SpCond (uS/cm),83.000000,,Flow 44.2+ cfs,,,Field,YSI 556,Harlan,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,9,2006,
4/10/2007 12:00:00 AM,PR-HSCD,SpCond (uS/cm),152.000000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,4,2007,
5/21/2007 12:00:00 AM,PR-HSCD,SpCond (uS/cm),54.000000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,5,2007,
6/12/2007 12:00:00 AM,PR-HSCD,SpCond (uS/cm),37.000000,,,,,Field,YSI 556,Northern,Point Sample,Baseline Monitoring,Cache La Poudre River,Hansen Supply Canal,{N/A},{N/A},True,6,2007,
